    0.980206727981567383E+02    0.126534318923950195E+01    0.274920344352722168E+01    0.347755080461502075E+02    0.190912485122680664E+00   -0.996550559997558594E+00    0.224311351776123047E-01   -0.365626033182511330E+08   -0.529831319988485294E+01    1
    0.602934807538986206E+02   -0.249896764755249023E+01   -0.883548736572265625E+01   -0.341780018806457520E+02   -0.163756132125854492E+00   -0.436300516128540039E+00    0.631225466728210449E+00   -0.358763724470355064E+08   -0.530331319988484751E+01    1
    0.514480322599411011E+02    0.373083877563476562E+01   -0.402002096176147461E+01   -0.336116421222686768E+02   -0.944609403610229492E+00   -0.751483678817749023E+00    0.443822264671325684E+00   -0.354813302030346543E+08   -0.530831319988485095E+01    1
    0.646488100290298462E+02    0.141201925277709961E+01    0.574964284896850586E+01    0.347880041599273682E+02    0.299038887023925781E-01    0.283337116241455078E+00    0.104786753654479980E+00   -0.350511896048161834E+08   -0.531331319988484285E+01    1
    0.888074547052383423E+02   -0.335107469558715820E+01   -0.783097743988037109E+01   -0.341664403676986694E+02   -0.293371915817260742E+00    0.909516811370849609E-01    0.686838269233703613E+00   -0.349708274388354719E+08   -0.531831319988483830E+01    1
    0.540490955114364624E+02    0.359466743469238281E+01    0.385072112083435059E+01   -0.340113842487335205E+02    0.193906307220458984E+00    0.371835231781005859E-01    0.673652887344360352E-01   -0.344799231370336786E+08   -0.532331319988484530E+01    1
    0.574067264795303345E+02   -0.292593383789062500E+01   -0.663665294647216797E+01   -0.327053296566009521E+02   -0.397344827651977539E+00   -0.166308403015136719E+00    0.275493860244750977E-01   -0.333433318841054142E+08   -0.532831319988484609E+01    1
    0.663207501173019409E+02    0.208773517608642578E+01   -0.605135202407836914E+01   -0.338478624820709229E+02   -0.602182149887084961E+00    0.199597239494323730E+01    0.605738162994384766E-01   -0.332636789967764914E+08   -0.533331319988484154E+01    1
    0.597421228885650635E+02    0.359079504013061523E+01   -0.992008328437805176E+01   -0.324116647243499756E+02   -0.892105340957641602E+00    0.152846622467041016E+01    0.682191967964172363E+00   -0.332095994618563950E+08   -0.533831319988483788E+01    1
    0.999069511890411377E+02   -0.194485235214233398E+01   -0.766223311424255371E+01   -0.342035114765167236E+02    0.261302947998046875E+00   -0.106034874916076660E+01    0.322032809257507324E+00   -0.330410730220491998E+08   -0.534331319988483511E+01    1
