Nested Sampling Global Log-Evidence           :   -0.119745366522506970E+04  +/-    0.331439554216720000E+00
Nested Importance Sampling Global Log-Evidence:   -0.119956231744138222E+04  +/-    0.412497674650376678E-01

Dim No.       Mean        Sigma
   1    0.740949834899197981E+02    0.129429809665656528E+02
   2   -0.442449207973296010E+00    0.357500411481002159E-01
   3    0.258037126270289907E+00    0.174161316904990732E+00
   4   -0.900183039362942444E-01    0.381198626045677780E+00
   5   -0.826739265137202417E-01    0.973131627294479662E+00
   6    0.275579122429881307E+00    0.101193308384802894E+01
   7    0.171444382015523058E-02    0.166554540936791440E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.558075428525410899E+02
   2   -0.432002822845752199E+00
   3    0.182434953767048214E+00
   4    0.491325865294513164E+00
   5   -0.922540598913531351E+00
   6    0.165275726964601910E+01
   7    0.295197327384877362E-02

MAP Parameters
Dim No.        Parameter
   1    0.558075428525410899E+02
   2   -0.432002822845752199E+00
   3    0.182434953767048214E+00
   4    0.491325865294513164E+00
   5   -0.922540598913531351E+00
   6    0.165275726964601910E+01
   7    0.295197327384877362E-02
