    0.663567870855331421E+02    0.582929611206054688E+00   -0.953355669975280762E+01   -0.340795516967773438E+02   -0.760297298431396484E+00   -0.936363220214843750E+00    0.422605752944946289E+00   -0.103826680323414877E+09   -0.529831319988485294E+01    1
    0.629302710294723511E+02   -0.520445346832275391E+00   -0.906344175338745117E+01   -0.341378724575042725E+02   -0.519118785858154297E+00    0.808364391326904297E+00    0.105275034904479980E+00   -0.101897271763071433E+09   -0.530331319988484751E+01    1
    0.967700034379959106E+02   -0.381227874755859375E+01   -0.236661911010742188E+01    0.341758114099502563E+02   -0.350843906402587891E+00   -0.105610179901123047E+01    0.308378815650939941E+00   -0.977536364898833781E+08   -0.530831319988485095E+01    1
    0.806311577558517456E+02   -0.162747240066528320E+01   -0.168675780296325684E+01   -0.344632929563522339E+02    0.755586862564086914E+00   -0.503810405731201172E+00   -0.634369611740112305E+00   -0.971951522030179352E+08   -0.531331319988484285E+01    1
    0.877194046974182129E+02    0.284885597229003906E+01   -0.332229137420654297E+00   -0.332962143421173096E+02   -0.102562355995178223E+01    0.106668877601623535E+01    0.834396481513977051E+00   -0.971471906632640660E+08   -0.531831319988483830E+01    1
    0.731276750564575195E+02    0.156026744842529297E+01   -0.749604582786560059E+01    0.328490579128265381E+02    0.173815250396728516E+01   -0.910888433456420898E+00   -0.804474830627441406E+00   -0.962757709691871703E+08   -0.532331319988484530E+01    1
    0.747032791376113892E+02    0.359279584884643555E+01   -0.507430315017700195E+01   -0.327770602703094482E+02   -0.259986162185668945E+00   -0.780326128005981445E+00    0.546903014183044434E+00   -0.917866376540328711E+08   -0.532831319988484609E+01    1
    0.793190866708755493E+02   -0.802595138549804688E+00    0.687631368637084961E+00   -0.331669306755065918E+02    0.272732019424438477E+00   -0.113779783248901367E+00    0.426883220672607422E+00   -0.913003599145136476E+08   -0.533331319988484154E+01    1
    0.829405069351196289E+02    0.194396066665649414E+01    0.613791346549987793E+01   -0.329135662317276001E+02   -0.490215778350830078E+00    0.108369278907775879E+01    0.273659825325012207E+00   -0.906848006756044626E+08   -0.533831319988483788E+01    1
    0.898684591054916382E+02   -0.206275606155395508E+01   -0.989024281501770020E+01    0.318813079595565796E+02    0.706714391708374023E+00   -0.461841583251953125E+00   -0.754801988601684570E+00   -0.897265225576830953E+08   -0.534331319988483511E+01    1
    0.967096328735351562E+02    0.278673648834228516E+01    0.476396322250366211E+01   -0.335096579790115356E+02    0.102424263954162598E+01   -0.108460879325866699E+01    0.126534223556518555E+00   -0.895302841991791725E+08   -0.534831319988484299E+01    1
    0.532442599534988403E+02   -0.403517246246337891E+00   -0.211971879005432129E+01    0.327694958448410034E+02    0.972005128860473633E+00   -0.267689704895019531E+00    0.322597622871398926E+00   -0.892059668509600163E+08   -0.535331319988485443E+01    1
    0.534426748752593994E+02    0.317206668853759766E+01    0.852204680442810059E+01    0.329015791416168213E+02    0.157718658447265625E+00    0.745792627334594727E+00    0.511946678161621094E+00   -0.887081176310410500E+08   -0.535831319988483568E+01    1
    0.664068698883056641E+02    0.320285844802856445E+01    0.896172761917114258E+01    0.318844330310821533E+02    0.176655817031860352E+01   -0.590899944305419922E+00    0.396233558654785156E+00   -0.885246692798229307E+08   -0.536331319988484623E+01    1
    0.619278997182846069E+02    0.311258935928344727E+01   -0.475483417510986328E+01    0.322958576679229736E+02    0.105977296829223633E+00    0.813151597976684570E+00    0.624054074287414551E+00   -0.862952977393869460E+08   -0.536831319988485056E+01    1
    0.813039869070053101E+02    0.335734558105468750E+01   -0.522045969963073730E+01   -0.317029619216918945E+02   -0.424548387527465820E+00   -0.915339469909667969E+00    0.854677438735961914E+00   -0.860445342740902007E+08   -0.537331319988484601E+01    1
    0.922258794307708740E+02   -0.188056707382202148E+01    0.497869610786437988E+01   -0.323213171958923340E+02    0.179443287849426270E+01   -0.195338034629821777E+01    0.249888896942138672E-01   -0.858798377369362563E+08   -0.537831319988484857E+01    1
    0.645618736743927002E+02    0.382780933380126953E+01   -0.946491003036499023E+01    0.316569077968597412E+02    0.340481758117675781E+00   -0.148731708526611328E+00    0.315190911293029785E+00   -0.842564373220818937E+08   -0.538331319988484491E+01    1
    0.924113065004348755E+02   -0.842325210571289062E+00    0.392682552337646484E+00   -0.317888742685317993E+02   -0.563577413558959961E+00    0.423288583755493164E+00    0.246478438377380371E+00   -0.842129919402623475E+08   -0.538831319988483948E+01    1
    0.544729739427566528E+02   -0.315138149261474609E+01    0.757763147354125977E+01   -0.305834519863128662E+02    0.507626771926879883E+00    0.646410942077636719E+00    0.236214756965637207E+00   -0.842036907675200850E+08   -0.539331319988484825E+01    1
    0.604020506143569946E+02   -0.320172405242919922E+01    0.524717211723327637E+01    0.324577522277832031E+02   -0.271790981292724609E+00   -0.819469928741455078E+00    0.519707083702087402E+00   -0.839522326830322295E+08   -0.539831319988485436E+01    1
    0.718847513198852539E+02    0.314995050430297852E+01    0.833576440811157227E+01   -0.315840214490890503E+02    0.245020627975463867E+00   -0.259060859680175781E-01    0.254584789276123047E+00   -0.831399543517703563E+08   -0.540331319988484537E+01    1
    0.780318498611450195E+02   -0.318155860900878906E+01   -0.273067474365234375E+01    0.314444154500961304E+02   -0.158852577209472656E+00    0.965971231460571289E+00    0.197411298751831055E+00   -0.817335018520444781E+08   -0.540831319988483905E+01    1
    0.845831602811813354E+02    0.326821947097778320E+01    0.739324688911437988E+01    0.315040463209152222E+02   -0.988249778747558594E+00    0.151041841506958008E+01    0.757850527763366699E+00   -0.809972111775300652E+08   -0.541331319988484161E+01    1
    0.828847169876098633E+02    0.269195175170898438E+01   -0.419580698013305664E+01   -0.310106813907623291E+02   -0.198542118072509766E+00    0.733849763870239258E+00    0.487579822540283203E+00   -0.804100567501793653E+08   -0.541831319988483973E+01    1
    0.740168064832687378E+02    0.158189296722412109E+01    0.285713076591491699E+01   -0.307430851459503174E+02    0.180492711067199707E+01   -0.746295452117919922E+00    0.694228887557983398E+00   -0.762512388801971078E+08   -0.542331319988484406E+01    1
    0.659152835607528687E+02   -0.172969198226928711E+01   -0.377840042114257812E+01   -0.297605359554290771E+02    0.277909755706787109E+00   -0.842188119888305664E+00   -0.995135903358459473E+00   -0.762183750320163518E+08   -0.542831319988484751E+01    1
    0.903727918863296509E+02   -0.398919105529785156E+01    0.557926893234252930E+00   -0.301570945978164673E+02    0.488475322723388672E+00   -0.122864723205566406E+00   -0.862457871437072754E+00   -0.757146465704794973E+08   -0.543331319988484829E+01    1
    0.670674264430999756E+02    0.135430097579956055E+01    0.102413058280944824E+01   -0.298350328207015991E+02    0.171263384819030762E+01   -0.448194980621337891E+00    0.339144468307495117E-01   -0.745284960205197930E+08   -0.543831319988484552E+01    1
    0.726752161979675293E+02    0.291190671920776367E+01    0.665135145187377930E+01   -0.297945737838745117E+02    0.406390428543090820E+00   -0.108956408500671387E+01    0.875700235366821289E+00   -0.740646347505666614E+08   -0.544331319988483830E+01    1
    0.909909605979919434E+02   -0.712109565734863281E+00   -0.104391574859619141E+01   -0.301876443624496460E+02    0.113542652130126953E+01   -0.524303197860717773E+00    0.175327181816101074E+00   -0.731920291204705387E+08   -0.544831319988483820E+01    1
    0.912724137306213379E+02   -0.350604867935180664E+01   -0.532465338706970215E+01   -0.288325482606887817E+02   -0.865885496139526367E+00    0.439590454101562500E+00    0.294351458549499512E+00   -0.729141847875175327E+08   -0.545331319988484342E+01    1
    0.604282826185226440E+02   -0.149210214614868164E+01    0.814711928367614746E+01    0.292541241645812988E+02    0.106799912452697754E+01   -0.634894847869873047E+00    0.789603948593139648E+00   -0.725548032969695032E+08   -0.545831319988484953E+01    1
    0.881657600402832031E+02    0.720548629760742188E+00   -0.923830151557922363E+01   -0.291468286514282227E+02   -0.617830038070678711E+00    0.114627552032470703E+01    0.918741106986999512E+00   -0.725347929215655923E+08   -0.546331319988484410E+01    1
    0.705939769744873047E+02    0.818416118621826172E+00    0.102591872215270996E+01   -0.291869330406188965E+02   -0.445704698562622070E+00    0.139470911026000977E+01    0.545536279678344727E-01   -0.722568454405034333E+08   -0.546831319988483777E+01    1
    0.660462796688079834E+02   -0.144890546798706055E+01    0.616149902343750000E+01    0.290700787305831909E+02    0.854924678802490234E+00   -0.174528121948242188E+00    0.731257438659667969E+00   -0.720592154930522591E+08   -0.547331319988483678E+01    1
    0.760269373655319214E+02   -0.321249532699584961E+01    0.184616088867187500E+01   -0.287968248128890991E+02   -0.112135887145996094E+00    0.237756967544555664E+00    0.456030726432800293E+00   -0.719116294039192796E+08   -0.547831319988484022E+01    1
    0.757851958274841309E+02   -0.346766757965087891E+01   -0.617384910583496094E+01    0.292534065246582031E+02    0.436221837997436523E+00   -0.700190544128417969E+00    0.416032433509826660E+00   -0.716076573326859772E+08   -0.548331319988484100E+01    1
    0.805794805288314819E+02   -0.290232706069946289E+01   -0.722954154014587402E+01   -0.289450466632843018E+02    0.368157386779785156E+00   -0.448992013931274414E+00    0.748017668724060059E+00   -0.708453365641507953E+08   -0.548831319988484623E+01    1
    0.985114216804504395E+02    0.390991020202636719E+01    0.928247213363647461E+01   -0.294586598873138428E+02   -0.430833578109741211E+00    0.148875713348388672E+00    0.385103344917297363E+00   -0.707723345546938032E+08   -0.549331319988485411E+01    1
    0.546126157045364380E+02    0.662545204162597656E+00   -0.199405908584594727E+01   -0.277489244937896729E+02   -0.802757501602172852E+00    0.480780124664306641E+00    0.758762478828430176E+00   -0.704322034357040375E+08   -0.549831319988485046E+01    1
    0.836326897144317627E+02   -0.333781337738037109E+01   -0.227352976799011230E+01   -0.285405689477920532E+02    0.498642921447753906E-01    0.797949075698852539E+00    0.134346485137939453E+00   -0.698395865706356019E+08   -0.550331319988484413E+01    1
    0.751621276140213013E+02    0.202236032485961914E+01    0.203688025474548340E+01   -0.289171963930130005E+02   -0.138070106506347656E+00    0.127963066101074219E+00    0.371333718299865723E+00   -0.698118106762278527E+08   -0.550831319988484491E+01    1
    0.849148064851760864E+02    0.213329410552978516E+01    0.339368462562561035E+01   -0.290608286857604980E+02    0.135420608520507812E+01   -0.108850717544555664E+01    0.900201559066772461E+00   -0.670118339158632979E+08   -0.551331319988484569E+01    1
    0.713591337203979492E+02    0.213309621810913086E+01   -0.118421196937561035E+01    0.275845140218734741E+02   -0.696677207946777344E+00   -0.277404785156250000E-01    0.657860040664672852E-01   -0.641720691179250106E+08   -0.551831319988484470E+01    1
