Nested Sampling Global Log-Evidence           :   -0.194812281128880250E+04  +/-    0.336022277891737164E+00
Nested Importance Sampling Global Log-Evidence:   -0.195006543127549571E+04  +/-    0.900292843757675154E-01

Dim No.       Mean        Sigma
   1    0.833272973223487412E+02    0.100474431330226679E+02
   2   -0.461137815827981690E+00    0.340065040455156328E-01
   3    0.327109135841710141E+00    0.173493786076082929E+00
   4   -0.358945968881969391E+00    0.266382901926588644E+00
   5   -0.114768504618415923E+00    0.109168968234938069E+01
   6    0.715535701745742825E-01    0.110276649727124187E+01
   7    0.153843203962715567E-02    0.915787804728503715E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.849171221436963464E+02
   2   -0.468820604234173821E+00
   3    0.379481798665617376E+00
   4   -0.415524612428441742E+00
   5   -0.127510364458999703E+01
   6    0.689865855611857981E+00
   7    0.290049528736835427E-02

MAP Parameters
Dim No.        Parameter
   1    0.849171221436963464E+02
   2   -0.468820604234173821E+00
   3    0.379481798665617376E+00
   4   -0.415524612428441742E+00
   5   -0.127510364458999703E+01
   6    0.689865855611857981E+00
   7    0.290049528736835427E-02
