Nested Sampling Global Log-Evidence           :   -0.241736936766295685E+04  +/-    0.325666948576440796E+00
Nested Importance Sampling Global Log-Evidence:   -0.242059967990645009E+04  +/-    0.751571961098748409E-01

Dim No.       Mean        Sigma
   1    0.780297673258083506E+02    0.138879563367264751E+02
   2   -0.475622336710606386E+00    0.303590795593910931E-01
   3    0.400764514257778259E+00    0.158447790436519298E+00
   4   -0.199139853875677536E+00    0.404209700977009090E+00
   5   -0.986805174266317253E-01    0.111152179985441890E+01
   6    0.955876725667072907E-01    0.108337937813703289E+01
   7    0.162547953429872916E-02    0.992149742699334654E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.784275967076815874E+02
   2   -0.475181278821982023E+00
   3    0.415455269414550799E+00
   4   -0.247314683767939414E+00
   5   -0.145423309084640962E+01
   6   -0.161291633946966173E+01
   7    0.154305785436292808E-02

MAP Parameters
Dim No.        Parameter
   1    0.784275967076815874E+02
   2   -0.475181278821982023E+00
   3    0.415455269414550799E+00
   4   -0.247314683767939414E+00
   5   -0.145423309084640962E+01
   6   -0.161291633946966173E+01
   7    0.154305785436292808E-02
