    0.909103780209587171E+02   -0.488720523887494984E+00    0.289325175849734606E+00   -0.545007660438159292E+00   -0.161860704271684908E+01    0.186002919735083205E+01    0.455483743054152512E-03   -0.934497967043254903E+03
    0.874809730957160241E+02   -0.345959171987801017E+00    0.721170077816779553E-02   -0.500026250272078698E+00    0.907838706551120644E-01    0.987663610684172522E+00    0.177926888678081596E-02   -0.933132284380214742E+03
    0.784590873072777271E+02   -0.425381782769513883E+00   -0.609164774249890684E-01   -0.237249058131943968E+00    0.918591792631020532E+00   -0.186826597203441769E+01    0.974076841566695606E-04   -0.932951069383293543E+03
    0.992382104827879346E+02   -0.465727073216397169E+00    0.531641683128519560E+00   -0.750391609914373703E+00    0.813638109137678978E+00    0.791485736272122598E+00    0.167955312488632380E-02   -0.932836426174890335E+03
    0.804912788611936776E+02   -0.490795080914930182E+00    0.300609620798477195E+00   -0.283243271353306625E+00    0.172594661280182748E+01    0.149577633945164168E+01    0.143985466528695483E-02   -0.932214758403300493E+03
    0.627309666958904018E+02   -0.458035781440843781E+00    0.440122572352974473E+00    0.248379644978783176E+00   -0.613532662797588335E+00   -0.143863633238218513E+01    0.114314846147678395E-02   -0.932078795692120934E+03
    0.914869252509655979E+02   -0.320633328996251077E+00   -0.181138061216719493E+00   -0.593957408482658877E+00    0.814586188401378308E-01   -0.109325394151096766E+00    0.558891301705766175E-02   -0.931778366836353598E+03
    0.973524522747283072E+02   -0.505641946532753295E+00    0.543999753014229981E+00   -0.719162609558466670E+00    0.152942067763949474E+01   -0.173723307398328730E+01    0.733027327720403576E-03   -0.931454726082199727E+03
    0.642142180098647515E+02   -0.425428243814940377E+00    0.297758142167520390E+00    0.175428526811366226E+00   -0.184289229991451542E+01    0.948377030222862238E+00    0.274419419635485440E-02   -0.931436840538370461E+03
    0.864869684581387901E+02   -0.489732812383333549E+00    0.487000929653865100E+00   -0.445659118744501370E+00    0.677833661271275201E+00   -0.179328451638105291E+01    0.391993887649522144E-02   -0.931322685509298253E+03
    0.651953854976788278E+02   -0.327187535423297149E+00   -0.164778451615957167E+00    0.141794966624573249E+00    0.435683324413237205E+00   -0.366955137448426782E+00    0.644412969898811028E-03   -0.931184289198016586E+03
    0.804499962792095573E+02   -0.392631193847913895E+00   -0.749283470630679460E-01   -0.294794878622603562E+00    0.146489113576508556E+01    0.112573523412578647E+01    0.162875940134199482E-03   -0.931052849958616889E+03
    0.764552278943721859E+02   -0.454509138002046509E+00    0.231204498504368416E+00   -0.195702132115457061E+00    0.986423651036565818E+00    0.550671328840758978E+00    0.373987986021440122E-02   -0.930843450656915138E+03
    0.712972067193682051E+02   -0.513662407947539368E+00    0.476579719199982321E+00   -0.365483023923118822E-01    0.499165354666952332E+00    0.792876643685315852E+00    0.241340765916975286E-02   -0.930786625806998700E+03
