    0.882016903723410763E+02   -0.398248009092527777E+00   -0.216844092365649388E+00   -0.517030592560622893E+00    0.369896477774752874E+00    0.147237956474555176E+00    0.140516108997956746E-01   -0.112582053823975290E+02
    0.546536244127213777E+02   -0.453925146397616164E+00   -0.140999170584755973E+00    0.522427557516614627E+00    0.214612079520262622E+00    0.434654169435679805E-01    0.337206483948571112E-01   -0.104307355149013343E+02
    0.687329814252344420E+02   -0.606265993113688673E+00    0.770883714885608029E+00    0.442086446793226173E-01    0.986482452948083122E-01    0.372859336921956608E+00    0.123089392597248715E-01   -0.100709295375099988E+02
    0.578205745009288066E+02   -0.517030867397635596E+00    0.486813449299338785E+00    0.393694336738732886E+00    0.177974608564603454E+00    0.132112548269374575E+00    0.293163649835059825E-01   -0.937610706090156043E+01
    0.952885411716778208E+02   -0.558999596014926325E+00    0.586069874085859865E+00   -0.676457746220577860E+00    0.306372123079162062E+00    0.372862644929081721E+00    0.139406798881345217E-01   -0.901054325796773625E+01
    0.939708125065713773E+02   -0.458169315839444202E+00   -0.830871059073459151E-01   -0.653952225334002435E+00    0.327204151577138447E-01    0.839354912670189357E-01    0.496388895236368199E-01   -0.896662864796216041E+01
    0.683429948303621444E+02   -0.613987272120622762E+00    0.746245184034822984E+00    0.520043475410645328E-01    0.398418147692498614E+00    0.307964398070719181E+00    0.112937937110635378E-01   -0.895467886149848624E+01
    0.999001608043737548E+02   -0.522017176007083084E+00    0.195005377940848490E+00   -0.785561610063652438E+00    0.643555193978628814E-01    0.615635517986632408E-01    0.432881129296283085E-01   -0.870263377342201494E+01
    0.837805846738593232E+02   -0.576099245508925328E+00    0.276658390409554755E+00   -0.383326754443928053E+00    0.709221195628004786E-01    0.146971594290806973E+00    0.322245075817442217E-01   -0.845058487091027288E+01
    0.769590524668253693E+02   -0.628947285628310926E+00    0.654017735649590648E+00   -0.189016539989374621E+00    0.222877985075566443E+00    0.388656662848960721E+00    0.145374882830662244E-01   -0.838876471601095375E+01
    0.538884167422851732E+02   -0.509525011312784937E+00    0.158299285458785022E+00    0.558211214784890331E+00    0.901821654678087725E-01    0.287069619656494357E+00    0.218960062776436537E-01   -0.838358952723241124E+01
    0.537528473879253426E+02   -0.469122749896518254E+00    0.132462736963883998E+00    0.566987826324428568E+00    0.267887515621532124E+00    0.878941026099684386E-01    0.188431366685253288E-01   -0.813683301563487404E+01
    0.922575531119564403E+02   -0.513389976771857270E+00    0.108183778980937007E+00   -0.594674938299952771E+00    0.380203459999495674E+00    0.238824324655606546E+00    0.141543034476683260E-01   -0.800450553252533581E+01
