    0.858838194324497408E+02   -0.742358823218122410E+00    0.136714077452102245E+01   -0.418217201728083410E+00    0.150525819438054320E-01    0.133453046714552492E+00    0.263449952564300816E-01   -0.124255155469150225E+02
    0.718277581175801458E+02   -0.677161443690218245E+00    0.971341027073208352E+00   -0.315933487474993058E-01    0.293261864347726942E-02    0.149280864450752837E+00    0.483858513027919379E-01   -0.966406918144343940E+01
    0.703367157468705670E+02   -0.589796411747985694E+00    0.282365281625271081E+00   -0.229475570525039529E-02    0.959362417072560092E-01    0.465895316235043211E-01    0.602510568151202186E-01   -0.965215932609935301E+01
    0.607301861315257696E+02   -0.472120395591835162E+00   -0.427914804475975075E-01    0.293000230639322012E+00    0.121200408616285671E+00    0.136289936200408413E+00    0.455081800918959445E-01   -0.920296283469585497E+01
    0.681561909503829213E+02   -0.421186236953058568E+00   -0.514513595838046456E-01    0.273182122142046069E-01    0.275648413880478671E+00    0.212746577569622453E-01    0.209933197663552118E-01   -0.912141938829032384E+01
    0.774296374561042171E+02   -0.317452621030459348E+00   -0.528657836060702380E+00   -0.266031659912570717E+00    0.823032333871105415E-01    0.671222956304395879E-01    0.485115914019884631E-01   -0.899419151605475342E+01
    0.740468516938988159E+02   -0.472893456721427352E+00   -0.249640907199655260E-02   -0.139926125045391814E+00    0.116478059118801713E+00    0.258123412314157807E+00    0.242450518541470483E-01   -0.876036563841867277E+01
    0.586759062713370128E+02   -0.607060004340425952E+00    0.802146276102298827E+00    0.394410228428775156E+00    0.263132311740356339E+00    0.396983906860102209E-01    0.196220236529900394E-01   -0.857647669125702805E+01
    0.970013242696427369E+02   -0.704467075233062179E+00    0.913343574376398237E+00   -0.673832206044266968E+00    0.589640611259203418E-01    0.250407674077127940E+00    0.227095920315500965E-01   -0.849406032965293889E+01
    0.690335494869069777E+02   -0.545003831924026017E+00    0.341113613852520814E+00    0.354840810158023601E-01    0.133979543411428814E-01    0.130168564357709293E+00    0.587975712519230864E-01   -0.818076109509165939E+01
    0.759288247052874681E+02   -0.386857923449333896E+00   -0.251834673807303844E+00   -0.198416086196068875E+00    0.161364555702937285E+00    0.338344611583099031E-01    0.403299854666163693E-01   -0.795358757766622482E+01
    0.632342552252877539E+02   -0.459538479540584799E+00   -0.841965214859587974E-01    0.211720503773221935E+00    0.429979907193295929E+00    0.101088821491303271E+00    0.141945687394486875E-01   -0.791272846110602224E+01
    0.561180742439058378E+02   -0.805353776900955332E+00    0.166034769600234000E+01    0.520685754308360060E+00    0.171248906740932849E+00    0.841429029456790545E-01    0.270528295356005088E-01   -0.779951860674213648E+01
    0.860811628189658933E+02   -0.675700337764727710E+00    0.135247610515665428E+01   -0.437230563138690798E+00    0.101670394688229138E+00    0.104394966182571380E+00    0.433977498578734799E-01   -0.776681307852684100E+01
    0.789367301909793753E+02   -0.638213719540360991E+00    0.757552628378014958E+00   -0.240644196243472663E+00    0.496209886183445192E-01    0.223970688068228174E+00    0.320349881956218940E-01   -0.774126888879952979E+01
    0.828156472406604678E+02   -0.375013669133896776E+00   -0.981476725729173438E-01   -0.406097638375911174E+00    0.241645294736073435E+00    0.128992719381541665E+00    0.232693559576755415E-01   -0.772525066870309907E+01
    0.632570253362131112E+02   -0.733915508835736752E+00    0.126375529982852086E+01    0.263780281492110191E+00    0.102675600899252206E+00    0.108207963704265886E+00    0.352169731906002426E-01   -0.766797469809580257E+01
    0.666256454586836071E+02   -0.689258881133375301E+00    0.100024127849561140E+01    0.127856948221349853E+00    0.265830809349534292E-01    0.115864360984089920E+00    0.544518554662329901E-01   -0.766776609458949920E+01
    0.968091104268013112E+02   -0.598840753067352072E+00    0.327877827701186675E+00   -0.681987335552143747E+00    0.104935736448469985E+00    0.396678507381311718E-01    0.390428423900366361E-01   -0.756499604935393322E+01
    0.688096982597848523E+02   -0.794283450340544483E+00    0.186251340981281999E+01    0.699856852039459909E-01    0.869236013388827722E-01    0.225044967522332495E+00    0.205453107192208329E-01   -0.754232694144169358E+01
    0.955413075435812686E+02   -0.503515119984971449E+00    0.122089944683096974E+00   -0.688265329952507443E+00    0.134106132027609348E+00    0.968550624660893256E-01    0.487595630096755439E-01   -0.750652595400806799E+01
    0.661838054519005823E+02   -0.724853947952715849E+00    0.109053297840093499E+01    0.165153962078711913E+00    0.169472763810665228E+00    0.247541427112189627E+00    0.186581537301631073E-01   -0.748769992004823415E+01
    0.628643371893517582E+02   -0.603951560275774124E+00    0.672934558120985571E+00    0.231010050429730995E+00    0.204401214988573443E+00    0.269138461700943132E+00    0.140801778302954705E-01   -0.748673783540746207E+01
    0.616154761839584282E+02   -0.561922077028263356E+00    0.480544453540501237E+00    0.275564654692331601E+00    0.282517796530652454E-01    0.588697378117872816E-01    0.671601244322383995E-01   -0.746631691322776092E+01
    0.947850599066095327E+02   -0.560321420446168172E+00    0.533954052291978343E+00   -0.649987818168817455E+00    0.343714634150824594E-01    0.104029533517608019E+00    0.655060844924433283E-01   -0.732342650538542195E+01
    0.984801146928371480E+02   -0.636630565804253479E+00    0.115159755462491908E+01   -0.740532656939855372E+00    0.226885070518928700E+00    0.257150670078245103E+00    0.152804901502763268E-01   -0.730625841309029944E+01
