Nested Sampling Global Log-Evidence           :   -0.272166987865379184E+02  +/-    0.349590230612379871E+00
Nested Importance Sampling Global Log-Evidence:   -0.303353711984262340E+02  +/-    0.286670968015842256E-01

Dim No.       Mean        Sigma
   1    0.744446092517916185E+02    0.131913343745626808E+02
   2   -0.552667731371108917E+00    0.528125604223457293E-01
   3    0.418628705743961549E+00    0.257422947808860325E+00
   4   -0.982009814698608374E-01    0.392809598592046005E+00
   5    0.132012910228575725E+00    0.498509130884276716E-01
   6    0.129718422692584406E+00    0.487463724872933199E-01
   7    0.301866921535374685E-01    0.939428349807760327E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.782225603311793094E+02
   2   -0.529335024915522645E+00
   3    0.312395917793830691E+00
   4   -0.245053578950397366E+00
   5    0.132609827962199667E+00
   6    0.117140123826618758E+00
   7    0.296193267022146767E-01

MAP Parameters
Dim No.        Parameter
   1    0.782225603311793094E+02
   2   -0.529335024915522645E+00
   3    0.312395917793830691E+00
   4   -0.245053578950397366E+00
   5    0.132609827962199667E+00
   6    0.117140123826618758E+00
   7    0.296193267022146767E-01
