Nested Sampling Global Log-Evidence           :   -0.210590633392837799E+04  +/-    0.311886593683151303E+00
Nested Importance Sampling Global Log-Evidence:   -0.210973524907813862E+04  +/-    0.178015024612952627E-01

Dim No.       Mean        Sigma
   1    0.832625081769637063E+02    0.113092728446143553E+02
   2   -0.102879698645998285E+01    0.326954909547879258E+00
   3    0.259635490403871794E+00    0.544526494804686223E+01
   4   -0.328165872843565520E+00    0.323051690884274656E+00
   5    0.490717681115884263E+00    0.280371596116439803E+00
   6    0.205817650441072075E+01    0.114072683198843672E+01
   7    0.249813750413159119E+00    0.139627703586184815E+00
   8   -0.155345190340268561E-01    0.903808856919230928E-02
   9    0.457527191606264989E-02    0.287370838854415908E-02
  10   -0.822130204056148589E-01    0.283890247035737009E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.898158299719572710E+02
   2   -0.945806288817883534E+00
   3   -0.281908623324718732E+01
   4   -0.516483655862487012E+00
   5    0.440535415768839089E+00
   6    0.264218530059806278E+00
   7    0.776212546798493858E-01
   8   -0.486471766114027204E-02
   9    0.158711712565207108E-02
  10   -0.143812386128485681E-01

MAP Parameters
Dim No.        Parameter
   1    0.898158299719572710E+02
   2   -0.945806288817883534E+00
   3   -0.281908623324718732E+01
   4   -0.516483655862487012E+00
   5    0.440535415768839089E+00
   6    0.264218530059806278E+00
   7    0.776212546798493858E-01
   8   -0.486471766114027204E-02
   9    0.158711712565207108E-02
  10   -0.143812386128485681E-01
