    0.531897685641138054E+02    0.270836974814695708E+00    0.696703504154072562E-02    0.574266379968975116E+00    0.652472403412934665E+00    0.340321475361214532E+01    0.144982742922300650E+00   -0.105228576528229034E-01   -0.659489484834052675E-02   -0.102576899507846986E+00   -0.428660813231028726E+03
    0.610440517980094768E+02   -0.122229265931634901E+01    0.111173956590527823E+01    0.336972610365286585E+00    0.870158664923552760E+00    0.318175465390901024E+01    0.610279681486459863E-01   -0.312666657966018668E-01   -0.145191497468559749E-01    0.189408783978410211E+00   -0.426086384519217461E+03
    0.732882056678004119E+02    0.780845755890182680E+00   -0.312197805651539007E+01   -0.131699599029701631E+00    0.619288841426714143E+00    0.198075432928470008E+01    0.391518523565584309E+00   -0.244328234927826404E-01    0.942692636329800493E-02    0.561107103591309553E-01   -0.425896366429790248E+03
    0.802683804398473342E+02    0.144048749648281849E+00   -0.735216601139040815E+01   -0.287997419722202608E+00    0.530893300239461824E-01    0.322875464463603601E+01    0.275663600101953787E+00   -0.259742053213967150E-01    0.190833087439785665E-01   -0.175883502665732605E+00   -0.424875752069974396E+03
    0.977998335802899135E+02   -0.322552865514283260E+01   -0.135976447085355545E+01   -0.646349007420880639E+00    0.905962957332272167E+00    0.299765999872295419E+01    0.131870431005676358E+00   -0.337704254633015566E-01    0.269662512973534163E-02    0.268535585433568924E+00   -0.424517415153975776E+03
    0.522994324895232978E+02    0.131595820407533548E+01    0.162107101965303535E+01    0.597674727548628937E+00    0.587604290241184546E+00    0.288851252396564862E+01    0.598378856067763171E-01   -0.167322317630860251E-01    0.287356759419399310E-02   -0.734570767712991568E+00   -0.424430826535538301E+03
    0.951159708800322505E+02    0.524688037897285575E+00    0.821887560861348376E+01   -0.669668654348782866E+00    0.889868628987189658E+00    0.398948777229057105E+01    0.334338777368687445E+00   -0.494766907167183412E-01    0.142151460445831823E-01    0.826712483789142638E-01   -0.424328762321562976E+03
    0.606155864908701005E+02   -0.305022281117185168E+01   -0.544560895996079974E+01    0.394583688662102361E+00    0.518172041837109298E+00    0.345361274183436151E+00    0.409811297339737687E-01   -0.194782730854441422E-01   -0.191477904014769607E-02    0.417557859555494515E+00   -0.424270995541538980E+03
    0.964460655262325588E+02   -0.315651249446087068E+01    0.141321716744123016E+01   -0.621173611683950355E+00    0.527190607641902176E+00    0.375675008091973694E+01    0.325887586146219654E+00   -0.298775035806271294E-01    0.188374977227003804E-01    0.603355720683021346E+00   -0.424250615495968702E+03
    0.760180119883407315E+02   -0.978786789135400070E+00   -0.984280707866863835E+01   -0.165641803118433018E+00    0.957618612363136279E+00    0.578185966421359068E-01    0.335151696602545901E+00   -0.146641126442226266E-01   -0.174231810411429322E-02   -0.838013723320367165E+00   -0.423966034900899615E+03
    0.789815259210876519E+02    0.291286620816947561E+00   -0.943333328528656878E+01   -0.253978653414947075E+00    0.255195549918628029E+00    0.166458170302249808E+01    0.223622250013400525E+00   -0.370199498633072555E-01    0.342042503227890649E-02   -0.819813661967249363E+00   -0.423965426170735896E+03
    0.637632013613909407E+02    0.625339912906071049E-01   -0.806256862583713030E+01    0.187762351301920205E+00    0.805564657264512263E-01    0.399767129799289567E+01    0.454699340569212074E+00   -0.377703747349271701E-01    0.160397420281648273E-01    0.909749547304852690E+00   -0.423919293036372210E+03
    0.837372835588312228E+02   -0.119189537254983646E+01    0.370838348927351191E+01   -0.360516884262032988E+00    0.869812084474060332E+00    0.351636368416071665E+01    0.473851710259388714E+00   -0.176721579416210250E-01    0.194470478615933473E-01   -0.481421720785188634E+00   -0.423738443538217950E+03
    0.690448218042066770E+02   -0.972470199247235101E+00   -0.140246807626108350E+01    0.712114745948468908E-01    0.299719679703346342E+00    0.389128288427467028E+01    0.116856557907925263E+00   -0.409345259161184583E-01    0.101290018141164673E-01    0.320634532584734178E+00   -0.423730730077019814E+03
    0.832191390169807192E+02   -0.115214623977206143E+01   -0.236731450797053000E+01   -0.343664353621583984E+00    0.697882464008301728E-01    0.294036638078140689E+01    0.428833042643081974E+00   -0.183940251654739484E-01   -0.110814776104952717E-01    0.857565220312449972E+00   -0.423596241200619716E+03
    0.518390264545362882E+02    0.195446455634190386E+00   -0.118443878507624945E+00    0.639142934309028021E+00    0.737855462896061631E+00    0.392461119386274326E+01    0.227586207818658180E-02   -0.295915091205831704E-01   -0.844599745088414622E-02    0.171205934696312845E+00   -0.423561489587001006E+03
    0.886382660179872914E+02   -0.134823731501434008E+00    0.939947259284251047E+00   -0.518154539010247106E+00    0.542229970504417347E+00    0.390293107770415482E+01    0.163887281332535356E+00   -0.342429217081907655E-01    0.216464700442644542E-01   -0.220975156309510812E+00   -0.423502449568172437E+03
    0.707711683160926981E+02    0.354575998539301551E+00    0.468119626147695200E+01   -0.342604080799375765E-01    0.169854182860761704E+00    0.895213388765881746E+00    0.362373703465983465E+00   -0.371881040868280444E-01   -0.364998630890567277E-02    0.814384536306135054E+00   -0.423407363091157322E+03
    0.912003563843684617E+02   -0.246777126259907753E+01    0.929597001223660868E+01   -0.512270740623613108E+00    0.844878276300768949E+00    0.382744724901065680E+01    0.520396878367242188E-01   -0.159237265396146022E-01   -0.606033430394226080E-02   -0.421460104449811856E+00   -0.423404235681980538E+03
    0.773559463340807270E+02   -0.258865558058679435E+01   -0.956202246174991721E+01   -0.143666811599160837E+00    0.199167635440934132E+00    0.316054492804820075E+01    0.335419218185309176E+00   -0.269385725695070466E-01   -0.547785607393880269E-03   -0.790848259835401635E-01   -0.423390692092058941E+03
    0.530666364013112357E+02    0.817662476829720930E+00    0.146876607315135388E+01    0.586448834817531406E+00    0.743977554061471813E+00    0.199708225845156195E+01    0.377781598305018618E+00   -0.208663829927537847E-01    0.700833334592987356E-02    0.603544234816596914E+00   -0.423282743776902066E+03
    0.983437208072508326E+02   -0.157489477261743405E+01    0.166447888632052887E+01   -0.696340689297876736E+00    0.742516769960256284E+00    0.223806693206486118E+01    0.133379434930056856E+00   -0.256008210044742501E-01    0.250188233723349640E-01    0.788328234682747819E+00   -0.423268701254987946E+03
    0.760146015530794159E+02    0.258798145424536941E+00   -0.529744533653004357E+01   -0.186081390360378407E+00    0.359766137319729284E+00    0.414146045808416297E+00    0.360368641506285059E+00   -0.419086145613392080E-01    0.180137696277720138E-01   -0.526529644160968813E+00   -0.423221464590471442E+03
    0.957826427674751102E+02   -0.239776661070585284E+01   -0.127490742293720238E+01   -0.617060262016664751E+00    0.168898163308741078E+00    0.379054172210398033E+01    0.614378932426209792E-01   -0.287740288978441949E-01   -0.657186531507880645E-02    0.931089834175797382E+00   -0.423061086400185900E+03
    0.560988531250201703E+02   -0.286465172951828961E+01   -0.724211985607670616E+01    0.559780762190783321E+00    0.853794001830954663E+00    0.864237035269063036E+00    0.291291978386016503E+00   -0.586783659598111296E-01    0.869327718694812290E-02    0.388025448532578476E-01   -0.423022600344045713E+03
    0.837643681954665738E+02   -0.242026150204623480E+01   -0.675858977053049070E+01   -0.332431777051276356E+00    0.903507000539682137E+00    0.304853633958443559E+01    0.111981032867500163E+00   -0.194793532470245445E-01    0.158836063171312603E-01   -0.485633541391123580E+00   -0.422964322893375368E+03
    0.864907797091612736E+02    0.653900773836608273E+00   -0.158659447277754140E+01   -0.467465475040739875E+00    0.964030526375005525E+00    0.233970302331252622E+01    0.179829763390423059E+00   -0.447594352791722550E-01    0.140058778357365910E-01    0.154688334395434612E+00   -0.422961247429544528E+03
    0.529544497968294294E+02    0.725781312817024293E+00   -0.934476718416313190E+00    0.596750616429929437E+00    0.680299028472436063E+00    0.139219985165647930E+00    0.467370215939224121E+00   -0.236417157083548268E-01    0.494452456805571927E-03    0.880743412893882693E+00   -0.422901122063559058E+03
    0.928500001063919740E+02    0.100221852762437269E+01    0.101572556215705667E+01   -0.640733122830745572E+00    0.551613073003313845E-01    0.309082287300795411E+01    0.695220322279289232E-01   -0.202968007384696225E-01    0.694915078006586029E-02    0.410519092955565545E+00   -0.422878279488704152E+03
    0.926176504350699759E+02    0.924078740578773150E-01   -0.419242404192165541E+01   -0.620644012556972768E+00    0.816680094150212255E+00    0.246673588339947125E+01    0.339123140169630133E+00   -0.160758002902046115E-01    0.237057515635186178E-03   -0.793546489323179172E+00   -0.422878088887554441E+03
    0.573664989479047520E+02   -0.237230650103235252E+01   -0.556525119215523745E+01    0.485359879020855089E+00    0.516375167982279448E+00    0.379304798184560399E+01    0.410748547306481804E+00   -0.297292975957610395E-01    0.205761993626287776E-01    0.931228833026536806E+00   -0.422865560949567225E+03
    0.767720632279171014E+02   -0.903908641366123700E+00   -0.563023979283423515E+00   -0.167186479464611182E+00    0.896081421450020676E+00    0.375752003071672380E+01    0.436650221713654960E-01   -0.398094262646679908E-01   -0.222172230656880743E-02    0.232849295187397498E+00   -0.422822996376143522E+03
    0.716836477818148126E+02    0.702204904754419879E+00    0.841658583452819542E+01   -0.725404375972829030E-01    0.563168816851362108E+00    0.340444973968719511E+01    0.297993726648174695E+00   -0.378546068502523259E-01    0.119047554105216058E-01   -0.264651057624015973E+00   -0.422814910859823613E+03
    0.974959415558789146E+02    0.234068044033313605E+00   -0.622648584375373915E+01   -0.726934152530077426E+00    0.588249474856288534E+00    0.146003397912055788E+01    0.202724491186254741E+00   -0.146122407743092264E-01   -0.354516791760484118E-02   -0.781556854548405844E+00   -0.422789487720434408E+03
    0.906413088358498698E+02   -0.156626343319244388E+01    0.540072995578174009E+01   -0.532551996627709912E+00    0.278078821571154211E+00    0.309542760473376344E+01    0.392405014887552805E+00   -0.197136707590834792E-01    0.162907088730928074E-01    0.420280326890768219E+00   -0.422745512616981671E+03
    0.659306923567979766E+02   -0.186333344176564752E+01    0.504577185123361716E+01    0.180429981185824317E+00    0.626370050303102888E+00    0.205088504951992823E+01    0.475207492354372873E+00   -0.177597376246056982E-01    0.154232455567138160E-01    0.705115423063840341E+00   -0.422739827908769882E+03
    0.922716191142874322E+02   -0.943995436626817064E+00   -0.404808125368804284E+01   -0.564677043150517477E+00    0.851025504284590673E+00    0.322688520995413475E+01    0.150966137677096823E+00   -0.336213779667891011E-01    0.225868119983414495E-01    0.723102393468037175E+00   -0.422687850340009732E+03
    0.500405229065204864E+02    0.445971344846793016E+00    0.235784871935970841E+01    0.708409020963117086E+00    0.887546862802556236E+00    0.263757551196875362E+01    0.203347786510971545E+00   -0.321896942321806545E-01    0.262443137130707882E-02   -0.169976923377070488E+00   -0.422657565435143624E+03
    0.638730270237339184E+02   -0.727386388449605015E+00    0.219965908852098480E+01    0.226751386003115840E+00    0.136141564922545671E+00    0.299475156577716284E+00    0.638969863747680805E-01   -0.310095939185477398E-01   -0.518143757560007856E-02   -0.940097582439551882E+00   -0.422596331866529113E+03
    0.598903645832670790E+02   -0.320600120014828782E+01    0.950915837323416113E+00    0.419117620251796552E+00    0.541191956236940386E+00    0.744650590765047138E+00    0.423498158249958456E+00   -0.271927611819371418E-01    0.521368641328434634E-02   -0.699226377035751079E+00   -0.422482596990521074E+03
    0.730303754067390969E+02   -0.227908401349818401E+01   -0.732028048562226807E+01   -0.204450489589689255E-01    0.366192100229114026E+00    0.287500050910716176E+01    0.318082174166665343E+00   -0.358859595495819583E-01    0.273145737255120480E-02    0.738654177794316080E+00   -0.422406213699204159E+03
    0.987396418584295930E+02    0.121657502254232597E+01   -0.591775685199345070E+01   -0.770145998304997192E+00    0.592568383457808268E+00    0.348459926002328535E+01    0.286383235529756530E+00   -0.341793259372733527E-01    0.871267925198804249E-02    0.118626568503333196E+00   -0.422380228132788147E+03
    0.594834310199046996E+02   -0.285733836835771893E+01   -0.642601104211411389E+01    0.422972607235195142E+00    0.694862962685235175E+00    0.227349117739531481E+01    0.812321068691853054E-01   -0.203662471807162238E-01    0.596122414088329222E-02   -0.416003696520824584E+00   -0.422356865107570911E+03
    0.993834033099618637E+02   -0.241893404811982027E+01   -0.826152087015235637E+01   -0.696629475455601721E+00    0.800018559598092871E+00    0.554439337509431862E+00    0.281764394842814514E+00   -0.374691870173275987E-01    0.806217327397451555E-02   -0.355157785665461745E+00   -0.422145229510655213E+03
    0.582990729803599237E+02   -0.150456585479669558E+01   -0.764857458673064983E+00    0.449593979341351258E+00    0.867453160417386626E+00    0.627382659690859823E+00    0.344161667808262572E+00   -0.408959409679987562E-01    0.766691805152142081E-02    0.210282617589353515E+00   -0.422144418802837436E+03
    0.827632993565074742E+02   -0.237916081160964410E+00    0.992695277673809784E+01   -0.368827457088485744E+00    0.671786878484499361E+00    0.209887327015333280E+01    0.192464269016093814E+00   -0.407739712509842533E-01    0.151584981263632734E-01    0.920858583533768371E+00   -0.422141729248888964E+03
    0.615628564776401532E+02   -0.239922392895910264E+01   -0.637094148777200431E+01    0.333426467386168213E+00    0.530878938108117704E+00    0.923925272734699821E+00    0.826444945342895976E-01   -0.251796187029496021E-01    0.157288137439621778E-01    0.414082142360312266E+00   -0.422063046066555330E+03
    0.576290935350056444E+02   -0.265134841027745471E+01    0.450260701643306760E+01    0.490443485159381964E+00    0.668190591627413122E+00    0.215503651229312831E+01    0.335856749173029157E+00   -0.239735599282302481E-01   -0.369187721724695272E-02   -0.414976928686529800E+00   -0.422045733723976298E+03
    0.535804941300848014E+02   -0.204371062558416572E+01   -0.738151729046842053E+01    0.637324539642420973E+00    0.720451120583213589E+00    0.350180003558712949E+01    0.598460814482976514E-01   -0.157502458541667334E-01    0.281488724328271545E-02    0.521482325481256170E+00   -0.421988802206753121E+03
    0.512247968748649711E+02   -0.548287337098990246E+00    0.933458788700636788E+01    0.677033409384449669E+00    0.934268193425269344E+00    0.291470304066549168E+01    0.933790279946497687E-01   -0.353950786997041522E-01    0.117074014635840662E-01   -0.815220009859130790E+00   -0.421924747680398525E+03
    0.887779413679666760E+02    0.335427420228135098E+00   -0.307903193356836713E+01   -0.517259667681663871E+00    0.997463577765925646E+00    0.456434353844975937E+00    0.814530898591899477E-01   -0.290091442173809888E-01   -0.408380052146917194E-02    0.192039279865870771E+00   -0.421900319506950098E+03
    0.699116637290153591E+02    0.393775171746975516E+00   -0.198861650826763814E+01    0.465155371932013395E-02    0.523808072059770424E+00    0.215208629599082002E+01    0.160851826222461580E+00   -0.320839344639907154E-01    0.928658795888948063E-02   -0.886949210893961282E+00   -0.421899956250938374E+03
    0.900832949710891739E+02   -0.170661232040798971E+01    0.948317212676485610E+00   -0.495779420091963630E+00    0.599032059996354449E+00    0.340903033544617307E+01    0.168417724475899699E+00   -0.212922472893974923E-01   -0.548224489541282445E-02   -0.241073462137988970E+00   -0.421871223542424730E+03
    0.587739810252246500E+02   -0.279846923697214311E+01    0.416774184229191214E+01    0.460987184299035846E+00    0.728050536664670012E+00    0.831382382526164143E+00    0.458588550512853299E+00   -0.243122127723038872E-01    0.452280279782391048E-02    0.849778231956125119E+00   -0.421851001848264332E+03
    0.672598996969366851E+02   -0.246765864666063006E+01   -0.517628889274900850E+01    0.142789660367114379E+00    0.830661501345995812E+00    0.171315062025154075E+01    0.201095216856297748E+00   -0.210841192516586506E-01    0.443143766197362510E-02   -0.975469319188128958E+00   -0.421833013804034636E+03
    0.952150381138096975E+02   -0.131782110879613423E+01   -0.956007184357982887E+01   -0.617844589901253016E+00    0.953701788247748872E+00    0.343677217091854814E+01    0.125122862082298170E+00   -0.336693729424368815E-01    0.126116454895943697E-01    0.250695256086945539E+00   -0.421796200451653647E+03
    0.598638292463844905E+02    0.542680120306817670E-01   -0.643669146622420918E+01    0.330543724426391350E+00    0.939793039089907078E+00    0.309647640222441023E+01    0.224192542167087061E-02   -0.295355649769506456E-01    0.197547475319419519E-01   -0.922433514596404214E+00   -0.421727982987859434E+03
    0.555687183864593806E+02   -0.142060864155685884E+01    0.103153984064329052E+01    0.529913016630644051E+00    0.434382837678727263E+00    0.322909895306659811E+01    0.422931572905434483E+00   -0.221641194925297214E-01    0.187608603566826737E-01    0.644138870450095213E+00   -0.421716633881096641E+03
    0.710892597796402583E+02    0.990144761351786862E+00   -0.470842423796521281E+01   -0.663072971284677237E-01    0.954650128180910329E+00    0.231899693299716425E+01    0.471961125213950949E+00   -0.242351642720046723E-01    0.505391970412283342E-02   -0.694801344265088661E+00   -0.421708094499562662E+03
