    0.692553937435150146E+02   -0.134017705917358398E+01   -0.782375335693359375E+00   -0.348578697443008423E+02    0.656957566738128662E+00    0.397302865982055664E+01    0.440302759408950806E+00   -0.855382442474365234E+00   -0.816316843032836914E+00   -0.299463868141174316E+00   -0.256778270664947107E+08   -0.599146350544150419E+01    1
    0.957625776529312134E+02    0.341091346740722656E+01    0.341654419898986816E+01   -0.345542079210281372E+02    0.430440723896026611E+00    0.199136185646057129E+01    0.133609175682067871E+00   -0.101651930809020996E+01    0.196815752983093262E+01    0.535022497177124023E+00   -0.250489363983719461E+08   -0.599396350544151169E+01    1
    0.594388425350189209E+02   -0.438213348388671875E-02   -0.347650051116943359E+01   -0.345706385374069214E+02    0.742213368415832520E+00    0.210310602188110352E+01    0.142446190118789673E+00   -0.393108367919921875E+00    0.122711324691772461E+01    0.358126878738403320E+00   -0.244936209622316286E+08   -0.599646350544151474E+01    1
    0.765151888132095337E+02   -0.205814456939697266E+01    0.989079833030700684E+01    0.347388583421707153E+02    0.930398225784301758E+00    0.371399784088134766E+01    0.324242234230041504E+00    0.866952896118164062E+00    0.298336505889892578E+00    0.167656421661376953E+00   -0.238883022302291319E+08   -0.599896350544151957E+01    1
    0.581661522388458252E+02    0.149110174179077148E+01   -0.767205834388732910E+01   -0.345144873857498169E+02    0.371415019035339355E+00    0.297489857673645020E+01    0.480756342411041260E+00    0.128655719757080078E+01   -0.996088504791259766E+00   -0.304681181907653809E+00   -0.237481393275538981E+08   -0.600146350544151552E+01    1
    0.515981405973434448E+02    0.248050117492675781E+01   -0.616453289985656738E+01   -0.342656040191650391E+02    0.919263720512390137E+00    0.260764479637145996E+01    0.411925882101058960E+00    0.150881147384643555E+01   -0.984776735305786133E+00   -0.401850938796997070E+00   -0.237446869724840745E+08   -0.600396350544151858E+01    1
    0.933651089668273926E+02   -0.355678892135620117E+01   -0.102544665336608887E+01    0.349308812618255615E+02    0.550408840179443359E+00    0.206379938125610352E+01    0.425267726182937622E+00   -0.879770994186401367E+00   -0.819455146789550781E+00    0.169342160224914551E+00   -0.236693428637054935E+08   -0.600646350544151630E+01    1
    0.576652109622955322E+02   -0.199392461776733398E+01   -0.954454302787780762E+01   -0.341524547338485718E+02    0.917018234729766846E+00    0.391813635826110840E+01    0.977921485900878906E-01   -0.240731239318847656E-01    0.993084907531738281E-02   -0.111516833305358887E+00   -0.234932211298654750E+08   -0.600896350544152469E+01    1
    0.663276880979537964E+02    0.274623060226440430E+01   -0.247987627983093262E+01   -0.338315778970718384E+02    0.970407724380493164E-01    0.644186735153198242E+00    0.297141849994659424E+00   -0.652656793594360352E+00    0.129034566879272461E+01   -0.785373568534851074E+00   -0.234586083115368485E+08   -0.601146350544151886E+01    1
    0.898752629756927490E+02   -0.494140625000000000E+00   -0.654137611389160156E+01    0.338244599103927612E+02    0.296577036380767822E+00    0.184505724906921387E+01    0.107206970453262329E+00    0.166772747039794922E+01   -0.112731933593750000E+01    0.302659273147583008E+00   -0.232492243689897917E+08   -0.601396350544150859E+01    1
    0.744741439819335938E+02    0.339291429519653320E+01    0.822973251342773438E+01   -0.346388769149780273E+02    0.588091492652893066E+00    0.329868435859680176E+01    0.215262174606323242E-02   -0.500268459320068359E+00   -0.147158718109130859E+01    0.749719142913818359E-02   -0.232212765592523366E+08   -0.601646350544151520E+01    1
    0.981393009424209595E+02    0.132608413696289062E+01    0.755852580070495605E+01   -0.337926375865936279E+02    0.141951441764831543E+00    0.753232002258300781E+00    0.367790699005126953E+00   -0.890233039855957031E+00    0.152882599830627441E+01   -0.727802395820617676E+00   -0.230782976956669651E+08   -0.601896350544151559E+01    1
    0.557926893234252930E+02    0.352622985839843750E+00   -0.843859434127807617E+01    0.349974590539932251E+02    0.245904386043548584E+00    0.530272245407104492E+00    0.166714191436767578E-01   -0.471451282501220703E+00    0.179435729980468750E+00   -0.372808575630187988E+00   -0.229637344440477043E+08   -0.602146350544152753E+01    1
    0.682113885879516602E+02   -0.121820449829101562E+01   -0.162141203880310059E+01   -0.339555585384368896E+02    0.684132039546966553E+00    0.328893518447875977E+01    0.394771665334701538E+00   -0.352783203125000000E-01    0.259503126144409180E+00   -0.758517861366271973E+00   -0.227433567806173339E+08   -0.602396350544153325E+01    1
    0.587570190429687500E+02   -0.275613307952880859E+01   -0.302522778511047363E+01   -0.332632988691329956E+02    0.696185231208801270E-01    0.732666492462158203E+00    0.475414961576461792E+00   -0.195900678634643555E+00    0.601161718368530273E+00   -0.804157137870788574E+00   -0.224842748214553669E+08   -0.602646350544152298E+01    1
    0.806662231683731079E+02    0.245040845870971680E+01   -0.281937718391418457E+01    0.332106190919876099E+02    0.286129832267761230E+00    0.146501278877258301E+01    0.147101789712905884E+00    0.988006114959716797E+00    0.602631568908691406E-01    0.164567828178405762E+00   -0.222275119522204325E+08   -0.602896350544150561E+01    1
    0.859464704990386963E+02   -0.317936563491821289E+01    0.790209174156188965E+01    0.337324392795562744E+02    0.539692759513854980E+00    0.607462406158447266E+00    0.319447815418243408E+00   -0.347918748855590820E+00   -0.109587740898132324E+01    0.418882131576538086E+00   -0.221967449149073511E+08   -0.603146350544150955E+01    1
    0.727123051881790161E+02    0.410428047180175781E-01   -0.815966844558715820E+01   -0.329590362310409546E+02    0.413210213184356689E+00    0.335733938217163086E+01    0.249665856361389160E+00   -0.389489650726318359E+00    0.128853058815002441E+01   -0.916615605354309082E+00   -0.219289689840526991E+08   -0.603396350544152682E+01    1
    0.567033737897872925E+02   -0.327696943283081055E+01    0.965382456779479980E+01    0.337096583843231201E+02    0.494173884391784668E+00    0.303366398811340332E+01    0.494088917970657349E+00    0.586127996444702148E+00   -0.390606403350830078E+00   -0.578531146049499512E+00   -0.217593547000239715E+08   -0.603646350544153165E+01    1
    0.859578520059585571E+02    0.258507537841796875E+01    0.152925252914428711E+01    0.325897103548049927E+02    0.942501425743103027E+00    0.103350663185119629E+01    0.567380189895629883E-01    0.137560486793518066E+01   -0.894599199295043945E+00   -0.518916249275207520E+00   -0.216739371756166443E+08   -0.603896350544152227E+01    1
    0.996578216552734375E+02    0.218546199798583984E+01   -0.718308925628662109E+01   -0.339012932777404785E+02    0.461038589477539062E+00    0.323019838333129883E+01    0.177220076322555542E+00   -0.120892524719238281E-01   -0.841072082519531250E+00   -0.480852127075195312E+00   -0.216169016099436134E+08   -0.604146350544151556E+01    1
    0.890056669712066650E+02   -0.138206148147583008E+01    0.474954843521118164E+00    0.325683647394180298E+02    0.529158711433410645E-01    0.230774736404418945E+01    0.146681964397430420E-01    0.192841053009033203E+00   -0.132443904876708984E+00   -0.402492642402648926E+00   -0.214949916438244954E+08   -0.604396350544152039E+01    1
    0.563778430223464966E+02    0.190625190734863281E+00   -0.642741322517395020E+01   -0.326619791984558105E+02    0.905510008335113525E+00    0.284919357299804688E+01    0.250905811786651611E+00    0.954438209533691406E+00    0.103366374969482422E+00    0.984220504760742188E+00   -0.214508516100622565E+08   -0.604646350544152966E+01    1
    0.610553354024887085E+02    0.392433881759643555E+01   -0.772431015968322754E+01    0.330326902866363525E+02    0.732504844665527344E+00    0.102409982681274414E+01    0.102855414152145386E+00    0.187772798538208008E+01   -0.896160125732421875E+00    0.531412720680236816E+00   -0.212320714799927510E+08   -0.604896350544152206E+01    1
    0.758265703916549683E+02   -0.116907072067260742E+01    0.200309514999389648E+01   -0.323606747388839722E+02    0.353002548217773438E-02    0.368925690650939941E+01    0.240494340658187866E+00   -0.835098743438720703E+00    0.111963987350463867E+00    0.612302184104919434E+00   -0.211194028685253859E+08   -0.605146350544152156E+01    1
    0.740004420280456543E+02   -0.358499908447265625E+01    0.153509974479675293E+01   -0.329478627443313599E+02    0.733503878116607666E+00    0.225529193878173828E+01    0.174372911453247070E+00    0.159449601173400879E+01   -0.746799945831298828E+00    0.236447930335998535E+00   -0.210612970515069515E+08   -0.605396350544152995E+01    1
    0.694998592138290405E+02   -0.342023611068725586E+01    0.989926218986511230E+01    0.327222359180450439E+02    0.135601043701171875E+00    0.258647561073303223E+01    0.110198736190795898E+00   -0.182030224800109863E+01   -0.423278808593750000E-01    0.411069393157958984E-02   -0.208331492217948437E+08   -0.605646350544151790E+01    1
    0.553986310958862305E+02    0.161648988723754883E+01   -0.141649246215820312E+00    0.331847047805786133E+02    0.451103389263153076E+00    0.113936424255371094E+00    0.117118954658508301E-01   -0.264200925827026367E+00   -0.160602092742919922E+00   -0.867358446121215820E+00   -0.208089315930324867E+08   -0.605896350544151829E+01    1
    0.823990821838378906E+02   -0.117183065414428711E+01    0.945105791091918945E+01    0.323529976606369019E+02    0.850132107734680176E+00    0.237833929061889648E+01    0.449595332145690918E+00    0.126291513442993164E+00   -0.102639603614807129E+01    0.587000966072082520E+00   -0.207814382821743265E+08   -0.606146350544153112E+01    1
    0.840697526931762695E+02    0.384138154983520508E+01   -0.997249841690063477E+01   -0.324778878688812256E+02    0.298858523368835449E+00    0.166226530075073242E+01    0.596291720867156982E-01   -0.562447547912597656E+00    0.120871925354003906E+01    0.622742772102355957E+00   -0.207160756551764458E+08   -0.606396350544153950E+01    1
    0.784267008304595947E+02    0.194702434539794922E+01    0.547620654106140137E+01    0.322277778387069702E+02    0.980015158653259277E+00    0.231644177436828613E+01    0.191200941801071167E+00   -0.703070163726806641E-01   -0.200688838958740234E+00    0.135818123817443848E+00   -0.206942683265409768E+08   -0.606646350544153368E+01    1
    0.536414086818695068E+02    0.156381988525390625E+01   -0.944525003433227539E+01   -0.320824307203292847E+02    0.730066418647766113E+00    0.179283475875854492E+01    0.460978746414184570E-01    0.624829769134521484E+00   -0.439254999160766602E+00   -0.638517141342163086E-01   -0.206089748586934209E+08   -0.606896350544153407E+01    1
    0.687423318624496460E+02   -0.203405857086181641E+01   -0.570751428604125977E+01    0.336244928836822510E+02    0.896001815795898438E+00    0.239665246009826660E+01    0.386266618967056274E+00   -0.104026246070861816E+01    0.141182446479797363E+01    0.371325135231018066E+00   -0.204574185048089251E+08   -0.607146350544153712E+01    1
    0.769367873668670654E+02   -0.168327951431274414E+01    0.219483494758605957E+01   -0.322239643335342407E+02    0.704594373703002930E+00    0.257044625282287598E+01    0.368709594011306763E+00   -0.292207956314086914E+00   -0.482848882675170898E+00   -0.431627631187438965E+00   -0.203785754651139677E+08   -0.607396350544151886E+01    1
    0.572737544775009155E+02   -0.134006500244140625E+01   -0.756700277328491211E+01   -0.314844322204589844E+02    0.856156170368194580E+00    0.180366253852844238E+01    0.129295974969863892E+00   -0.158996748924255371E+01    0.161420154571533203E+01    0.187612771987915039E-01   -0.203487040676658973E+08   -0.607646350544150149E+01    1
    0.572638839483261108E+02    0.367300271987915039E+01   -0.606122612953186035E+01    0.326688760519027710E+02    0.136287868022918701E+00    0.110340356826782227E+01    0.233714789152145386E+00   -0.427319765090942383E+00    0.429579019546508789E+00    0.263425111770629883E+00   -0.201926944075346366E+08   -0.607896350544150277E+01    1
    0.640413731336593628E+02   -0.342212533950805664E+01   -0.308115124702453613E+01   -0.317533636093139648E+02    0.400323152542114258E+00    0.189611959457397461E+01    0.249996185302734375E+00    0.541452407836914062E+00   -0.326135396957397461E+00    0.700503587722778320E-01   -0.199574726339828931E+08   -0.608146350544151737E+01    1
    0.772903114557266235E+02   -0.204369544982910156E+00   -0.282440662384033203E+01    0.312402468919754028E+02    0.159014284610748291E+00    0.658286094665527344E+00    0.419066250324249268E+00    0.833114385604858398E+00   -0.284419059753417969E+00    0.860818028450012207E+00   -0.195932944244981147E+08   -0.608396350544153197E+01    1
    0.930941253900527954E+02    0.274566936492919922E+01   -0.536196708679199219E+01    0.315045344829559326E+02    0.924877166748046875E+00    0.752758979797363281E-01    0.992802083492279053E-01   -0.788749217987060547E+00    0.108238172531127930E+01    0.968478560447692871E+00   -0.194675330927269757E+08   -0.608646350544153236E+01    1
    0.972616553306579590E+02   -0.201970911026000977E+01   -0.116315126419067383E+01   -0.316528105735778809E+02    0.204426348209381104E+00    0.109194278717041016E+00    0.147075891494750977E+00   -0.688883543014526367E+00   -0.452567815780639648E+00    0.730888843536376953E+00   -0.194310545624969155E+08   -0.608896350544152032E+01    1
    0.948434561491012573E+02    0.151634120941162109E+01   -0.628110170364379883E+01   -0.317902261018753052E+02    0.972722947597503662E+00    0.382003426551818848E+01    0.398087531328201294E+00   -0.392342805862426758E+00   -0.319665908813476562E+00    0.252032160758972168E+00   -0.191694472830065377E+08   -0.609146350544151804E+01    1
    0.816481679677963257E+02    0.275209426879882812E+01    0.674849152565002441E+01   -0.315884900093078613E+02    0.116906166076660156E+00    0.188194894790649414E+01    0.388827770948410034E+00    0.228138685226440430E+00    0.292706966400146484E+00   -0.441503524780273438E+00   -0.190209590300143100E+08   -0.609396350544151844E+01    1
    0.767880439758300781E+02   -0.366457509994506836E+01    0.868573546409606934E+01    0.316446495056152344E+02    0.316852271556854248E+00    0.213988685607910156E+01    0.342803478240966797E+00   -0.955394268035888672E+00    0.234155178070068359E+00    0.610923409461975098E+00   -0.187807000746957585E+08   -0.609646350544151083E+01    1
    0.870616465806961060E+02   -0.192240285873413086E+01   -0.824939846992492676E+01    0.305433017015457153E+02    0.433725059032440186E+00    0.374212646484375000E+01    0.111544162034988403E+00    0.301939487457275391E+00   -0.110294222831726074E+01    0.429301738739013672E+00   -0.186891931241836436E+08   -0.609896350544150234E+01    1
