Nested Sampling Global Log-Evidence           :   -0.435697243048830956E+03  +/-    0.408239232310001143E+00
Nested Importance Sampling Global Log-Evidence:   -0.440431876217157310E+03  +/-    0.356615233854533503E-01

Dim No.       Mean        Sigma
   1    0.789335856705056074E+02    0.127468357123566509E+02
   2   -0.101003255230085687E+01    0.710979986443916245E+00
   3   -0.290952494489816582E+00    0.555187175366591124E+01
   4   -0.205375722391898857E+00    0.365148569620397656E+00
   5    0.506126880334201390E+00    0.283383874358676346E+00
   6    0.191517080795376526E+01    0.112198025840181415E+01
   7    0.247877755886679985E+00    0.139168094079239246E+00
   8   -0.290724289854875050E-01    0.628080139421386026E-02
   9    0.837109642920496819E-02    0.545583934134035060E-02
  10    0.331139303792892751E-02    0.575102210765070843E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.769754472088825281E+02
   2   -0.639481852133156892E+00
   3    0.175147872615400857E+01
   4   -0.191705252459449582E+00
   5    0.840536988350625069E+00
   6    0.648213159447980969E+00
   7    0.330856343458980282E-01
   8   -0.200621278733168484E-01
   9    0.852481525151382868E-02
  10   -0.468581413765857269E-01

MAP Parameters
Dim No.        Parameter
   1    0.769754472088825281E+02
   2   -0.639481852133156892E+00
   3    0.175147872615400857E+01
   4   -0.191705252459449582E+00
   5    0.840536988350625069E+00
   6    0.648213159447980969E+00
   7    0.330856343458980282E-01
   8   -0.200621278733168484E-01
   9    0.852481525151382868E-02
  10   -0.468581413765857269E-01
